,STYLE_NAME,STLYE,CT
66815,WINTER WARMER WHEAT MASH WHISKY,BEER_MICRO SPIRITS_TYPE,75
29610,BELGIAN IPA SHERRY,BEER_MICRO WINE_STYLE,75
71652,VARIETY BLEND,FLAVOR_BROAD WINE_STYLE,5
100638,VINHO VERDE KIWI,WINE_VARIETAL FLAVOR_STYLE,211
4096,BLANC DE NOIRS WEIZENBOCK,WINE_VARIETAL BEER_MICRO,211
88024,ROCK AND BOURBON VIGNOLES,SPIRITS_TYPE WINE_VARIETAL,77
3602,PORT MAIBOCK or HELLES BOCK,WINE_STYLE BEER_MICRO,13
30714,SOUR ALE CIDER,BEER_MICRO BEER_STYLE,75
217277,BLENDED MALT WHISKY MELON DE BOURGOGNE,SPIRITS_TYPE WINE_VARIETAL,77
144036,VERMENTINO CABERNET SAUVIGNON,WINE_VARIETAL WINE_VARIETAL,211
111181,MILD ALE BLENDED WHEAT WHISKY,BEER_MICRO SPIRITS_TYPE,75
46994,NEUTRAL BRANDY BLACK CHERRY,SPIRITS_TYPE FLAVOR_STYLE,77
157250,SAUVIGNON BLANC PINOTAGE,WINE_VARIETAL WINE_VARIETAL,211
133782,BLENDED WHISKY ALIGOTÉ,SPIRITS_TYPE WINE_VARIETAL,77
216052,SIEGFRIED GRIGNOLINO,WINE_VARIETAL WINE_VARIETAL,211
3219,BLAUFRÄNKISCH SELTZERS,WINE_VARIETAL BEER_STYLE,211
129045,AMARETTO MARSALA,SPIRITS_TYPE WINE_STYLE,77
171165,COUNOISE CINSAUT,WINE_VARIETAL WINE_VARIETAL,211
115184,RAISIN BRANDY ARAK,SPIRITS_TYPE SPIRITS_TYPE,77
144537,READY TO DRINK (RTD) or PRE-MIX COCKTAIL CONSTANTIA,BEER_STYLE WINE_VARIETAL,8
190467,SPIRIT WHISKY BLAUFRÄNKISCH,SPIRITS_TYPE WINE_VARIETAL,77
83640,MADEIRA ROUSSANNE,WINE_VARIETAL WINE_VARIETAL,211
2013,CHOCOLATE READY TO DRINK (RTD) or PRE-MIX COCKTAIL,FLAVOR_STYLE BEER_STYLE,57
140669,MUSCAT MARSALA,WINE_VARIETAL WINE_VARIETAL,211
178444,ORANGE GEISENHEIM,FLAVOR_STYLE WINE_VARIETAL,57
51078,IMPERIAL or BALTIC PORTER MELON,BEER_MICRO FLAVOR_STYLE,75
180698,ELDERBERRY PETITE MILO,WINE_VARIETAL WINE_VARIETAL,211
121212,CARAMEL AMARETTO,FLAVOR_STYLE SPIRITS_TYPE,57
61397,ROUGEON STRAIGHT RYE MALT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
69120,ROUSSANNE LIGHT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
128752,ST. LAURENT VINS DOUX NATURELS,WINE_VARIETAL WINE_STYLE,211
39130,DORTMUNDER ADJUNCT LAGER,BEER_MICRO BEER_MICRO,75
199086,MUSCAT OTTONEL MALBEC,WINE_VARIETAL WINE_VARIETAL,211
63406,REFOSCO COMPOUNDED GIN,WINE_VARIETAL SPIRITS_TYPE,211
143864,CHAMPAGNE CABERNET SAUVIGNON,WINE_VARIETAL WINE_VARIETAL,211
58918,CREME DE BRANDY,SPIRITS_TYPE SPIRITS_BROAD,77
95344,KIR LIME,WINE_VARIETAL FLAVOR_STYLE,211
130370,FRUIT BRANDY MEDIUM SWEET,SPIRITS_TYPE WINE_SUBSTYLE,77
13895,PINOT GRIGIO ENGLISH IPA,WINE_VARIETAL BEER_MICRO,211
35629,SOAVE STEAM BEER or CALIFORNIA COMMON,WINE_VARIETAL BEER_MICRO,211
128923,GRAIN SPIRITS MARSALA,SPIRITS_TYPE WINE_STYLE,77
61241,IMPERIAL RED ALE STRAIGHT RYE MALT WHISKY,BEER_MICRO SPIRITS_TYPE,75
195634,EISBOCK AMARONE,BEER_MICRO WINE_VARIETAL,75
85992,TEQUILA ROSÉ,SPIRITS_BROAD WINE_VARIETAL,13
201975,LICORICE MEAD,FLAVOR_STYLE WINE_VARIETAL,57
199852,CONCORD AGLIANCO,WINE_VARIETAL WINE_VARIETAL,211
150266,AMBER or RED LAGER ELDERBERRY,BEER_MICRO WINE_VARIETAL,75
75624,RED UME SHU,WINE_STYLE WINE_SUBSTYLE,13
158634,MEDIUM SWEET CRÉMANT,WINE_SUBSTYLE WINE_VARIETAL,18
33136,BLENDED RYE WHISKY DUBBEL,SPIRITS_TYPE BEER_MICRO,77
110681,DUBBEL BLENDED WHISKY,BEER_MICRO SPIRITS_TYPE,75
39537,EAU DE VIE ADJUNCT LAGER,WINE_VARIETAL BEER_MICRO,211
127412,GRAPE   VERMOUTH,FLAVOR_STYLE WINE_STYLE,57
172740,HELLES L’ACADIE BLANC,BEER_MICRO WINE_VARIETAL,75
156002,OATMEAL STOUT LIEBFRAUMILCH,BEER_MICRO WINE_VARIETAL,75
10175,HONJOZO ENGLISH PALE ALE,WINE_SUBSTYLE BEER_MICRO,18
153528,UME SHU SAUVIGNON BLANC,WINE_SUBSTYLE WINE_VARIETAL,18
173868,ROCK AND RYE SYMPHONY,SPIRITS_TYPE WINE_VARIETAL,77
52420,COLOMBARD PEAR,WINE_VARIETAL FLAVOR_STYLE,211
173002,MARSANNE L’ACADIE BLANC,WINE_VARIETAL WINE_VARIETAL,211
11927,HYBRID or SPECIALTY BEER PUMPKIN ALE,BEER_STYLE BEER_MICRO,8
73775,SAUVIGNON BLANC LIGHT BODY,WINE_VARIETAL WINE_SUBSTYLE,211
177875,MUSCAT EHRENFELSER,WINE_VARIETAL WINE_VARIETAL,211
85487,BLACK CHERRY VOUVRAY,FLAVOR_STYLE WINE_VARIETAL,57
198169,ADVOCAAT AURORE,SPIRITS_BROAD WINE_VARIETAL,13
118307,AMBER or RED LAGER PISCO,BEER_MICRO SPIRITS_TYPE,75
77333,BLENDED CANADIAN WHISKY BANYLUS,SPIRITS_TYPE WINE_VARIETAL,77
1080,PUMPKIN HYBRID or SPECIALTY BEER,FLAVOR_STYLE BEER_STYLE,57
102209,GIN RASPBERRY,SPIRITS_BROAD FLAVOR_STYLE,13
209530,COLA MAGNOLIA,FLAVOR_STYLE WINE_VARIETAL,57
226377,BANYLUS RETSINA,WINE_VARIETAL WINE_VARIETAL,211
109203,RKATSITELI STRAIGHT WHEAT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
159752,CABERNET SEVERNYI EDELWEISS,WINE_VARIETAL WINE_VARIETAL,211
125400,ORTEGA CREME DE,WINE_VARIETAL SPIRITS_TYPE,211
45418,SWEET KRISTALLWEIZEN,FLAVOR_BROAD BEER_MICRO,5
148498,PEPPERMINT SCHNAPPS CATAWBA,SPIRITS_TYPE WINE_VARIETAL,77
26678,CRIANZA GRAIN SPIRITS,WINE_VARIETAL SPIRITS_TYPE,211
128390,INDIA PALE LAGER or IPL VINS DOUX NATURELS,BEER_MICRO WINE_STYLE,75
92356,RETSINA WILD ALE,WINE_VARIETAL BEER_MICRO,211
168683,CONSTANTIA VERDELHO,WINE_VARIETAL WINE_VARIETAL,211
27948,BOAL REDISTILLED GIN,WINE_VARIETAL SPIRITS_TYPE,211
184244,MINT NERO D’AVOLA,FLAVOR_STYLE WINE_VARIETAL,57
212993,BRANDY LIQUEUR or CORDIAL VIOGNIER,SPIRITS_TYPE WINE_VARIETAL,77
125038,EISBOCK CREME DE,BEER_MICRO SPIRITS_TYPE,75
29658,NEW ENGLAND IPA SHERRY,BEER_MICRO WINE_STYLE,75
200977,DIAGINJO LAMBRUSCO,WINE_SUBSTYLE WINE_VARIETAL,18
206613,CHOCOLATE or COCOA BEER MUSCAT OTTONEL,BEER_MICRO WINE_VARIETAL,75
45003,MADEIRA MILK STOUT,WINE_VARIETAL BEER_MICRO,211
209542,DISTILLED GIN MAGNOLIA,SPIRITS_TYPE WINE_VARIETAL,77
20852,ROUGEON MIXED,WINE_VARIETAL FLAVOR_BROAD,211
181163,SIEGERREBE SABREVOIS,WINE_VARIETAL WINE_VARIETAL,211
170811,COFFEE CINSAUT,FLAVOR_STYLE WINE_VARIETAL,57
2237,PINOT NOIR READY TO DRINK (RTD) or PRE-MIX COCKTAIL,WINE_VARIETAL BEER_STYLE,211
83292,MOURVEDRE SEYVAL BLANC,WINE_VARIETAL WINE_VARIETAL,211
189634,MOSCATEL DE SETUBAL ST. LAURENT,WINE_STYLE WINE_VARIETAL,13
154015,KIR VALPOLICELLA,WINE_VARIETAL WINE_VARIETAL,211
11016,COFFEE SMOKED PORTER,FLAVOR_STYLE BEER_MICRO,57
183691,ORANGE PETIT MANSENG,FLAVOR_STYLE WINE_VARIETAL,57
180807,FLANDERS RED ALE SABREVOIS,BEER_MICRO WINE_VARIETAL,75
202098,MARC MEAD,WINE_VARIETAL WINE_VARIETAL,211
218117,LAVENDER ORTEGA,FLAVOR_STYLE WINE_VARIETAL,57
81617,TANGERINE TREBBIANO,FLAVOR_STYLE WINE_VARIETAL,57
140653,BARDOLINO MARSALA,WINE_VARIETAL WINE_VARIETAL,211
83451,LACROSSE SEYVAL BLANC,WINE_VARIETAL WINE_VARIETAL,211
192093,LA CRESCENT TEQUILA,WINE_VARIETAL SPIRITS_BROAD,211
81396,PETIT MANSENG GAMAY,WINE_VARIETAL WINE_VARIETAL,211
73929,PRIMITIVO LIGHT BODY,WINE_VARIETAL WINE_SUBSTYLE,211
179002,COLA MADELEINE ANGEVINE,FLAVOR_STYLE WINE_VARIETAL,57
210511,OUZO POMEGRANATE,SPIRITS_TYPE WINE_VARIETAL,77
171611,TORRONTÉS TRAMINER,WINE_VARIETAL WINE_VARIETAL,211
139127,EDELWEISS GRAPPA,WINE_VARIETAL WINE_VARIETAL,211
41834,CINSAUT BELGIAN IPA,WINE_VARIETAL BEER_MICRO,211
37622,BAROLO SCOTTISH ALE,WINE_VARIETAL BEER_MICRO,211
128272,STEEN MOSCATEL DE SETUBAL,WINE_VARIETAL WINE_STYLE,211
16178,CRÉMANT BRETT,WINE_VARIETAL BEER_MICRO,211
179218,TOURIGA NACIONAL MADELEINE ANGEVINE,WINE_VARIETAL WINE_VARIETAL,211
97914,NEURTAL MINT,SPIRITS_BROAD FLAVOR_STYLE,13
165120,BRUT IPA SÉMILLON,BEER_MICRO WINE_VARIETAL,75
83401,REDISTILLED GIN SEYVAL BLANC,SPIRITS_TYPE WINE_VARIETAL,77
222478,WILD BERRY TOURIGA NACIONAL,FLAVOR_STYLE WINE_VARIETAL,57
159498,ISABELLA EDELWEISS,WINE_VARIETAL WINE_VARIETAL,211
175594,LIGHT WHISKY VERDICCHIO,SPIRITS_TYPE WINE_VARIETAL,77
128369,DISTILLED SPIRITS SPECIALTY VINS DOUX NATURELS,SPIRITS_BROAD WINE_STYLE,13
1490,BLENDED CANADIAN WHISKY KOMBUCHA,SPIRITS_TYPE BEER_STYLE,77
162214,KELLERBIER or ZWICKELBIER NIAGARA,BEER_MICRO WINE_VARIETAL,75
207150,TEQUILA PERIQUITA,SPIRITS_BROAD WINE_VARIETAL,13
195107,RAUCHBIER HONJOZO,BEER_MICRO WINE_SUBSTYLE,75
143862,CABERNET SAUVIGNON CABERNET SAUVIGNON,WINE_VARIETAL WINE_VARIETAL,211
50261,DE CHAUNAC LICORICE,WINE_VARIETAL FLAVOR_STYLE,211
98711,TREIXADURA ORANGE,WINE_VARIETAL FLAVOR_STYLE,211
209665,SHERRY MAGNOLIA,WINE_STYLE WINE_VARIETAL,13
69589,MEAD GOLDWASSER,WINE_VARIETAL SPIRITS_TYPE,211
115363,RESIDUE BRANDY ARAK,SPIRITS_TYPE SPIRITS_TYPE,77
60489,ST. CROIX RYE MALT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
97676,TORRONTÉS BLUE RASPBERRY,WINE_VARIETAL FLAVOR_STYLE,211
38446,CARIGNAN BLONDE ALE,WINE_VARIETAL BEER_MICRO,211
81472,VERDELHO GAMAY,WINE_VARIETAL WINE_VARIETAL,211
135919,CHARDONNAY BEAUJOLAIS,WINE_VARIETAL WINE_VARIETAL,211
102047,NEGRETTE CARAMEL,WINE_VARIETAL FLAVOR_STYLE,211
124779,BOAL APPLE BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
212218,MÜLLER-THURGAU REFOSCO,WINE_VARIETAL WINE_VARIETAL,211
193330,POMACE or MARC BRANDY BLENDED CORN WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
190604,BLUSH BLAUFRÄNKISCH,WINE_VARIETAL WINE_VARIETAL,211
38451,GRAPPA BLONDE ALE,WINE_VARIETAL BEER_MICRO,211
218437,SIEGFRIED ORTEGA,WINE_VARIETAL WINE_VARIETAL,211
185585,ENGLISH STRONG BITTER (ESB) CHAMPAGNE,BEER_MICRO WINE_VARIETAL,75
164445,BLAUFRÄNKISCH MOSCATO,WINE_VARIETAL WINE_VARIETAL,211
62124,POMEGRANATE RYE MASH WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
47742,SCOTCH ALE CHERRY,BEER_MICRO FLAVOR_STYLE,75
118016,APRICOT FRUIT BRANDY,FLAVOR_STYLE SPIRITS_TYPE,57
25304,OATMEAL STOUT MACADAMIA,BEER_MICRO FLAVOR_STYLE,75
43882,MALVASIA CREAM ALE,WINE_VARIETAL BEER_MICRO,211
195794,SCOTCH WHISKY AMARONE,SPIRITS_TYPE WINE_VARIETAL,77
18890,CHAMPAGNE AMERICAN IPA,WINE_VARIETAL BEER_MICRO,211
69066,NOIRET LIGHT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
2020,MANGO READY TO DRINK (RTD) or PRE-MIX COCKTAIL,FLAVOR_STYLE BEER_STYLE,57
36526,JUNMAI DRY STOUT,WINE_SUBSTYLE BEER_MICRO,18
566,AMERICAN PALE ALE ALE,BEER_MICRO BEER_STYLE,75
19651,BIERE DE GARDE FRUIT,BEER_MICRO FLAVOR_BROAD,75
17011,MOSCATO GRISETTE,WINE_VARIETAL BEER_MICRO,211
87705,NIGORI MERITAGE,WINE_SUBSTYLE WINE_VARIETAL,18
171182,BAROLO CINSAUT,WINE_VARIETAL WINE_VARIETAL,211
212515,ROCK AND RUM CORTESE,SPIRITS_TYPE WINE_VARIETAL,77
99754,PINOT BLANC MANGO,WINE_VARIETAL FLAVOR_STYLE,211
103099,PILSNER or PILSENER GRAPE  ,BEER_MICRO FLAVOR_STYLE,75
209370,FRONTENAC LACROSSE,WINE_VARIETAL WINE_VARIETAL,211
49512,TEROLDEGO HIBISCUS,WINE_VARIETAL FLAVOR_STYLE,211
113860,CAYUGA (WHITE) RUM LIQUEUR or CORDIAL,WINE_VARIETAL SPIRITS_TYPE,211
179500,BLENDED RYE MALT WHISKY MARECHAL FOCH,SPIRITS_TYPE WINE_VARIETAL,77
140532,MOURVEDRE MARSALA,WINE_VARIETAL WINE_VARIETAL,211
3513,CHARDONEL MAIBOCK or HELLES BOCK,WINE_VARIETAL BEER_MICRO,211
191687,DRY HAZELNUT,WINE_SUBSTYLE FLAVOR_STYLE,18
134630,CUCUMBER AUSLESE,FLAVOR_STYLE WINE_VARIETAL,57
108291,VIENNA LAGER CORN WHISKY,BEER_MICRO SPIRITS_TYPE,75
179169,MOURVEDRE MADELEINE ANGEVINE,WINE_VARIETAL WINE_VARIETAL,211
56662,LANDOT NOIR PASSIONFRUIT,WINE_VARIETAL FLAVOR_STYLE,211
57630,FUMÉ BLANC GUAVA,WINE_VARIETAL FLAVOR_STYLE,211
164891,CHÂTEAUNEUF-DU-PAPE PINOT MEUNIER,WINE_VARIETAL WINE_VARIETAL,211
113959,AROMELLA RUM LIQUEUR or CORDIAL,WINE_VARIETAL SPIRITS_TYPE,211
110424,APPLE BRANDY BLENDED LIGHT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
35320,WEIZENBOCK STEAM BEER or CALIFORNIA COMMON,BEER_MICRO BEER_MICRO,75
89194,MUSCAT CANELLI WINTER WARMER,WINE_VARIETAL BEER_MICRO,211
98504,BLENDED MALT WHISKY ORANGE,SPIRITS_TYPE FLAVOR_STYLE,77
6522,MULLED WINE AMERICAN LAGER,WINE_VARIETAL BEER_MICRO,211
218107,RASPBERRY ORTEGA,FLAVOR_STYLE WINE_VARIETAL,57
27333,SPIRIT WHISKY BLENDED IRISH WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
29998,MEAD SHERRY,WINE_VARIETAL WINE_STYLE,211
90275,MINT AMERICAN PALE ALE,FLAVOR_STYLE BEER_MICRO,57
135537,BLONDE ALE BEAUJOLAIS,BEER_MICRO WINE_VARIETAL,75
70707,PECAN SLUE GIN,FLAVOR_STYLE SPIRITS_TYPE,57
23128,CURACAO BANANA,SPIRITS_TYPE FLAVOR_STYLE,77
122779,BLUE RASPBERRY PEPPERMINT SCHNAPPS,FLAVOR_STYLE SPIRITS_TYPE,57
5530,BRUNELLO SCHWARZBIER,WINE_VARIETAL BEER_MICRO,211
18162,BELGIAN IPA LAMBIC or GUEUZE,BEER_MICRO BEER_MICRO,75
91039,LIGHT BODY ENGLISH STRONG BITTER (ESB),WINE_SUBSTYLE BEER_MICRO,18
126709,VALPOLICELLA WHITE,WINE_VARIETAL WINE_STYLE,211
143032,LIGHT BODY GREEN HUNGARIAN,WINE_SUBSTYLE WINE_VARIETAL,18
86588,BRANDY LIQUEUR or CORDIAL MARQUETTE,SPIRITS_TYPE WINE_VARIETAL,77
93897,COGNAC CRANBERRY,SPIRITS_TYPE FLAVOR_STYLE,77
77641,SOVEREIGN OPAL BANYLUS,WINE_VARIETAL WINE_VARIETAL,211
9811,AROMATIC BIERE DE GARDE,WINE_SUBSTYLE BEER_MICRO,18
44569,ALMOND DUNKELWEIZEN,FLAVOR_STYLE BEER_MICRO,57
178580,REGENT GEISENHEIM,WINE_VARIETAL WINE_VARIETAL,211
114490,DUNKEL NEUTRAL BRANDY,BEER_MICRO SPIRITS_TYPE,75
199252,TOURIGA NACIONAL MALBEC,WINE_VARIETAL WINE_VARIETAL,211
161522,VERDICCHIO MUSCAT CANELLI,WINE_VARIETAL WINE_VARIETAL,211
153278,ALBARIÑO SAUVIGNON BLANC,WINE_VARIETAL WINE_VARIETAL,211
62577,BRETT BLENDED SCOTCH WHISKY,BEER_MICRO SPIRITS_TYPE,75
120023,VERDICCHIO ROCK AND RYE,WINE_VARIETAL SPIRITS_TYPE,211
68664,LACROSSE SUBSTANDARD BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
64652,BOURBON LIQUEUR or CORDIAL ANISE,SPIRITS_TYPE SPIRITS_TYPE,77
5080,NORTON MARZEN or OKTOBERFEST,WINE_VARIETAL BEER_MICRO,211
60393,GRAPPA RYE MALT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
204330,CHARDONEL CAYUGA (WHITE),WINE_VARIETAL WINE_VARIETAL,211
186459,MONTEPULCIANO AUXERROIS,WINE_VARIETAL WINE_VARIETAL,211
224791,CINNAMON NIGORI,FLAVOR_STYLE WINE_SUBSTYLE,57
206148,NEW ENGLAND IPA MUSCADET,BEER_MICRO WINE_VARIETAL,75
121975,LUCIE KUHLMANN KUMMEL,WINE_VARIETAL SPIRITS_TYPE,211
4581,CHIANTI CLASSICO DUNKEL,WINE_VARIETAL BEER_MICRO,211
56261,CANNONAU VANILLA,WINE_VARIETAL FLAVOR_STYLE,211
218173,LIGHT LAGER ORTEGA,BEER_MICRO WINE_VARIETAL,75
74433,PUMPKIN ALE GINJO,BEER_MICRO WINE_SUBSTYLE,75
137673,AGLIANCO CARMENERE,WINE_VARIETAL WINE_VARIETAL,211
162955,CHELOIS RKATSITELI,WINE_VARIETAL WINE_VARIETAL,211
73582,CINNAMON LIGHT BODY,FLAVOR_STYLE WINE_SUBSTYLE,57
162833,DE CHAUNAC RKATSITELI,WINE_VARIETAL WINE_VARIETAL,211
204099,GRENACHE SOAVE,WINE_VARIETAL WINE_VARIETAL,211
118901,LAVENDER IMMATURE BRANDY,FLAVOR_STYLE SPIRITS_TYPE,57
111467,CHÂTEAUNEUF-DU-PAPE BLENDED WHEAT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
135840,ACAI BEAUJOLAIS,WINE_VARIETAL WINE_VARIETAL,211
167678,BRANDY LIQUEUR or CORDIAL TUPELO HONEY MEAD,SPIRITS_TYPE WINE_VARIETAL,77
38336,DE CHAUNAC BLONDE ALE,WINE_VARIETAL BEER_MICRO,211
41838,LA CRESCENT BELGIAN IPA,WINE_VARIETAL BEER_MICRO,211
28858,ARMAGNAC ROCK AND BOURBON,SPIRITS_TYPE SPIRITS_TYPE,77
97313,OTHER FLAVORED MALT BEVERAGES BLUE RASPBERRY,BEER_STYLE FLAVOR_STYLE,8
111349,ALMOND BLENDED WHEAT WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
177970,MACADAMIA GARGANEGA,FLAVOR_STYLE WINE_VARIETAL,57
202635,ST. CROIX PETIT VERDOT,WINE_VARIETAL WINE_VARIETAL,211
167101,PEPPERMINT SCHNAPPS LÉON MILLOT,SPIRITS_TYPE WINE_VARIETAL,77
20321,CHAMPAGNE SAVORY,WINE_VARIETAL FLAVOR_BROAD,211
89010,CHIANTI CLASSICO WINTER WARMER,WINE_VARIETAL BEER_MICRO,211
56308,WEIZENBOCK PASSIONFRUIT,BEER_MICRO FLAVOR_STYLE,75
87672,TEROLDEGO MERITAGE,WINE_VARIETAL WINE_VARIETAL,211
170056,CANADIAN WHISKY VALVIN MUSCAT,SPIRITS_TYPE WINE_VARIETAL,77
157664,CALVADOS UGNI BLANC,SPIRITS_TYPE WINE_VARIETAL,77
13584,GRAPPA BRANDY OLD ALE,SPIRITS_TYPE BEER_MICRO,77
199439,GRAPE   AGLIANCO,FLAVOR_STYLE WINE_VARIETAL,57
86687,MELON DE BOURGOGNE MARQUETTE,WINE_VARIETAL WINE_VARIETAL,211
83408,DRY SEYVAL BLANC,WINE_SUBSTYLE WINE_VARIETAL,18
123951,BLENDED BOURBON WHISKY POMACE or MARC BRANDY,SPIRITS_TYPE SPIRITS_TYPE,77
180787,SELTZERS SABREVOIS,BEER_STYLE WINE_VARIETAL,8
958,SELTZERS HYBRID or SPECIALTY BEER,BEER_STYLE BEER_STYLE,8
84392,VOUVRAY SHERRY,WINE_VARIETAL WINE_VARIETAL,211
26496,SAKE GRAIN SPIRITS,WINE_STYLE SPIRITS_TYPE,13
39859,VINS DOUX NATURELS ROGGENBIER or RYE BEER,WINE_STYLE BEER_MICRO,13
144297,BLENDED STRIAGHT WHISKY COLOMBARD,SPIRITS_TYPE WINE_VARIETAL,77
87268,LOUISE SWENSON STEUBEN,WINE_VARIETAL WINE_VARIETAL,211
116167,ROCK AND BOURBON BLENDED RYE MALT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
40632,BERLINER WEISSE HERB or SPICE BEER,BEER_MICRO BEER_MICRO,75
176521,HEFEWEIZEN CHELOIS,BEER_MICRO WINE_VARIETAL,75
179716,FRONTENAC GRIS MARECHAL FOCH,WINE_VARIETAL WINE_VARIETAL,211
86037,MUSCAT OTTONEL ROSÉ,WINE_VARIETAL WINE_VARIETAL,211
185416,LUCIE KUHLMANN VERNACCIA,WINE_VARIETAL WINE_VARIETAL,211
112962,FUMÉ BLANC DISTILLED GIN,WINE_VARIETAL SPIRITS_TYPE,211
61790,BOURBON LIQUEUR or CORDIAL STRIAGHT CORN WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
222420,IRISH WHISKY TOURIGA NACIONAL,SPIRITS_TYPE WINE_VARIETAL,77
207786,GRAPPA ROUGEON,WINE_VARIETAL WINE_VARIETAL,211
126197,FULL BODY CALVADOS,WINE_SUBSTYLE SPIRITS_TYPE,18
137310,UME SHU CARIGNAN,WINE_SUBSTYLE WINE_VARIETAL,18
226940,KATELYN ALICANTE BOUSCHET,WINE_VARIETAL WINE_VARIETAL,211
129778,KELLERBIER or ZWICKELBIER FULL BODY,BEER_MICRO WINE_SUBSTYLE,75
112325,IMMATURE BRANDY SPIRIT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
125477,LAMBIC or GUEUZE BOURBON LIQUEUR or CORDIAL,BEER_MICRO SPIRITS_TYPE,75
70723,COLA SLUE GIN,FLAVOR_STYLE SPIRITS_TYPE,57
124802,ARANDELL APPLE BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
164814,RYE LIQUEUR or CORDIAL PINOT MEUNIER,SPIRITS_TYPE WINE_VARIETAL,77
164306,CORN WHISKY MOSCATO,SPIRITS_TYPE WINE_VARIETAL,77
6326,MAPLE AMERICAN LAGER,FLAVOR_STYLE BEER_MICRO,57
200105,BLENDED MALT WHISKY CHÂTEAUNEUF-DU-PAPE,SPIRITS_TYPE WINE_VARIETAL,77
220141,CANADIAN WHISKY CHOKECHERRY,SPIRITS_TYPE WINE_VARIETAL,77
1484,GRAPE   KOMBUCHA,FLAVOR_STYLE BEER_STYLE,57
107474,FRUIT BRANDY WHEAT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
76598,ASTI SPUMANTE JUKUSHU,WINE_VARIETAL WINE_SUBSTYLE,211
176043,KOLSCH ARANDELL,BEER_MICRO WINE_VARIETAL,75
18476,MELON DE BOURGOGNE LAMBIC or GUEUZE,WINE_VARIETAL BEER_MICRO,211
167769,SAUVIGNON GRIS TUPELO HONEY MEAD,WINE_VARIETAL WINE_VARIETAL,211
27685,HAZY IPA REDISTILLED GIN,BEER_MICRO SPIRITS_TYPE,75
184520,VIGNOLES NERO D’AVOLA,WINE_VARIETAL WINE_VARIETAL,211
169392,RYE WHISKY ZWEIGELT,SPIRITS_TYPE WINE_VARIETAL,77
103807,CHELOIS STRAWBERRY,WINE_VARIETAL FLAVOR_STYLE,211
78429,ACAI CAVA,FLAVOR_STYLE WINE_VARIETAL,57
119363,FRUIT PUNCH ARMAGNAC,FLAVOR_STYLE SPIRITS_TYPE,57
16791,WILD ALE GRISETTE,BEER_MICRO BEER_MICRO,75
87950,REGENT VIGNOLES,WINE_VARIETAL WINE_VARIETAL,211
153265,BLENDED RYE MALT WHISKY SAUVIGNON BLANC,SPIRITS_TYPE WINE_VARIETAL,77
51269,IMMATURE BRANDY MELON,SPIRITS_TYPE FLAVOR_STYLE,77
122914,CAVA PEPPERMINT SCHNAPPS,WINE_VARIETAL SPIRITS_TYPE,211
130738,MILD ALE NAMA,BEER_MICRO WINE_SUBSTYLE,75
201101,CABERNET FRANC LAMBRUSCO,WINE_VARIETAL WINE_VARIETAL,211
17786,BLENDED CORN WHISKY ALTBIER,SPIRITS_TYPE BEER_MICRO,77
211726,BARDOLINO KERNER,WINE_VARIETAL WINE_VARIETAL,211
14104,AROMATIC ENGLISH IPA,WINE_SUBSTYLE BEER_MICRO,18
24039,BLACKBERRY CHOCOLATE,FLAVOR_STYLE FLAVOR_STYLE,57
87768,LAGER VIGNOLES,BEER_STYLE WINE_VARIETAL,8
187288,VALPOLICELLA SAUTERNS,WINE_VARIETAL WINE_VARIETAL,211
108519,ROCK AND RYE CORN WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
69850,ALMOND RYE LIQUEUR or CORDIAL,FLAVOR_STYLE SPIRITS_TYPE,57
115990,BLACK IPA or CASCADIAN DARK ALE BLENDED RYE MALT WHISKY,BEER_MICRO SPIRITS_TYPE,75
184634,WINTER WARMER MUSCADINE,BEER_MICRO WINE_VARIETAL,75
44889,CHERRY LIMEADE MILK STOUT,FLAVOR_STYLE BEER_MICRO,57
107590,MOSCATEL DE SETUBAL WHEAT WHISKY,WINE_STYLE SPIRITS_TYPE,13
125061,BERLINER WEISSE CREME DE,BEER_MICRO SPIRITS_TYPE,75
72583,BLACK IPA or CASCADIAN DARK ALE MADEIRA,BEER_MICRO WINE_STYLE,75
148716,SHIRAZ CATAWBA,WINE_VARIETAL WINE_VARIETAL,211
